time,brightness
0.0040454009135215685,1.0165153620882912
0.014216060126615027,1.0078267140707393
0.01556963575286563,1.0233256776007307
0.03333619188481407,1.0135882311322393
0.060983358431543344,0.9840969040167441
0.06766089966010469,0.9986310532381439
0.07574331270652213,1.0034941425192585
0.08270720137042442,1.0323250915185609
0.08606154708834524,1.0365053111364995
0.11094167425502732,0.992470522662274
0.13086188853592695,0.9799665216666403
0.1433183608280375,0.9795675418388737
0.15221905253810508,1.0143700965436735
0.15501892584728338,1.0456844963847358
0.15977912291602614,0.9974925490884519
0.18984968460014073,1.006812340720732
0.19256956375151013,1.000100025468558
0.19709959046068093,0.9794106089891097
0.20761147792622836,1.0074833748841525
0.23192703786303337,1.0088967160322444
0.28186179161202585,1.0167195082397407
0.29378105603357074,0.987192921747319
0.30086913364790746,1.0405511652477613
0.32576085499880225,0.9977433507144431
0.3397638254741153,1.0208888978667428
0.35433794642185656,0.9850246505475068
0.378879004878252,0.9962235398925479
0.4499216021923047,1.0180596994276103
0.45160661788576917,1.0246758521376285
0.4535212699407598,1.0092004999185276
0.4910923914607679,0.9804074365014807
0.5054696493542732,0.9825287929388277
0.549196483975245,0.9918812993924399
0.5807615009074896,0.9911998444098283
0.5827222648247643,0.9973159203360643
0.5836441818414251,0.9992814597061116
0.5880611787069778,1.0184969469585339
0.6224567453064989,0.9868242849021258
0.643383955882304,1.0070308908210452
0.6527551818979571,1.035004746904864
0.6580208065162241,0.9826830610911576
0.709855821554739,1.0059904294183388
0.7621171951540884,0.9942819826694071
0.7832585624389488,1.0331394844935105
0.8142426604859532,0.9958262317737664
0.826549400123211,0.9782930038728451
0.9038189174490396,1.0036007109692284
0.9229088520930961,0.9927140476122945
0.9340545773589559,1.0101119711821809
0.9427451410690901,0.9993510047327898
0.9942761025762747,0.9646180509893092
1.0029068586079548,0.9834261345505385
1.0074644160003254,0.9926905318441553
1.0251873036774217,1.019937484811111
1.0390672739491125,0.9879891632389238
1.0539453347222283,0.9854955578086226
1.0599238120298393,1.0096738410856163
1.0810053198050618,1.0154764755402186
1.1196009377533844,0.9868080200875787
1.148110193934082,0.9901126346864113
1.1564256051578736,1.0269954707716882
1.1576764162000153,0.9998379841425918
1.1669847341741368,1.005546871322895
1.1769747818473064,0.9923204610379901
1.181928930030085,0.9934229053604755
1.1984975102297568,0.9844208843775012
1.2031155100073132,1.0230967460368605
1.2033549180428205,1.0023520092677605
1.2075680652658072,1.0111765647344482
1.2236884265295345,1.004723616194646
1.2521346317762028,1.014968579039779
1.263348284207999,0.9968601179486646
1.2662716959632947,1.0011297210862227
1.270861768065612,1.0237613130123848
1.2716342073872955,0.9933354093256169
1.3543683653004512,0.9890394813583231
1.4091565193092626,1.011427515550283
1.433340977202291,0.9943193037215093
1.4386374760355425,1.0005227582834604
1.4573320711775084,1.0292791971309974
1.4609896935064093,1.017826158494142
1.4968950331690767,1.014823601377785
1.5009677891254958,0.9744878546855055
1.5322563719581739,1.0044102354621711
1.5587647581885022,0.993619112098101
1.5603031018749824,1.0467985380594458
1.566681907494849,1.016270584099782
1.5804870664471338,0.9684944489424193
1.6236721348754646,0.9851463740742273
1.6329193966235112,0.9956163033542944
1.7211428317908783,0.9481711778296995
1.7489499086833504,0.9812801777760135
1.8281308640439642,1.035111369290956
1.8914697955577209,0.9963489654904194
1.959379832749053,1.0353549922865897
1.9597632206270532,0.99712936225007
1.9781931013220788,1.0154818675360961
1.9984440838978434,0.9771970076885066
2.0129135721977054,0.990919841221678
2.0238857689032885,1.002800012398469
2.034955534931293,1.0058869703818267
2.0482224680601124,1.0424049657127847
2.0745964359850433,1.0091725460133343
2.0854233591779847,0.9760647584337625
2.1013925581474746,1.0302063577448604
2.1061439911443713,1.0298319898234687
2.106835941706886,1.0119162960493469
2.1644092458017683,1.0142632937582299
2.2610130389303373,1.0024261288291672
2.3048019358479,1.0411356469104052
2.3117102651097676,1.0101659040261932
2.3195102069199613,1.015374829759034
2.3956856697987305,1.0383063841813025
2.4193386213125834,0.9972609419849532
2.426084117595151,0.9771588862387439
2.437918987180776,1.0161679141036926
2.4423620678749813,0.9714939984788504
2.4593911603848717,0.9787815750338812
2.489939917425188,1.0087577664550664
2.493208419151327,0.9904713906573298
2.4971102925634314,1.025518648841184
2.5061570394821597,1.0218792140325315
2.5114716806706294,1.0307951182883104
2.519328982230018,1.0073209463000607
2.5637093344562656,1.0041793500495646
2.5651617457172593,1.018585529374224
2.578221075834808,1.012493197781191
2.60537185593559,1.0179885485883386
2.628263008238263,1.0246755483163075
2.6446611612967574,1.0018521795506132
2.644928559353432,1.0398370653476776
2.6541266964787757,1.0151175960095362
2.6924772592632484,1.0252678061045595
2.705626957429641,1.0069307809637469
2.7651617021687835,1.0155448495615556
2.7653941452753683,0.9384136737161959
2.786053837724478,1.0007729210224956
2.7931277456094916,0.9784592428821709
2.8269840787748413,1.0054690723024664
2.8377773759704628,0.9840114040142819
2.8752698836933543,1.0060270991401439
2.8802765169932965,0.9752565174878322
2.8807152641892486,1.008950914713209
2.8971763813112172,1.0155268141787361
2.9001203960865585,0.9887941608064639
2.9221451836407786,1.011560924397682
2.949203216329721,1.0597953061806829
2.984882792135002,1.011828613686008
3.012127394254649,1.0319810898943218
3.0123784635003537,0.9680458998838112
3.0424535879519654,1.0211560107638757
3.048283705699295,1.0190839142587231
3.064676257444243,0.9901283495986541
3.0903620314798763,1.0278937215505446
3.1296294247956657,1.020971186227852
3.1757616780173414,1.0175891943487965
3.1928832368278703,1.0271360513556962
3.1987403373124668,1.0086788205453177
3.203370931983307,1.0010638397738536
3.2198963149286497,1.0135176680971354
3.28568951563728,0.9960099200041318
3.3002083142613214,0.9787100707590961
3.3304077423011558,0.9858515291615862
3.3542210230334657,1.0461633726502837
3.3636338215865758,1.0088139704825472
3.3694852050573543,0.9999043448157389
3.397574951239579,0.9680654483867367
3.398907791351413,1.0001308483659364
3.418668559153537,1.0156158557121857
3.488882041974972,1.036042590334584
